,caption,name,overall_rating,category,opening_hours
989,Just stunning! Rent a bike and cycle for miles with stunning views!,East Coast Park,4.6,Park,
990,"The pictures and views say everything of this amazing place. Good place for cycling and hangout with families during weekends.  There’re bicycle rental around as well. Or else, if you plan to ride, you can get Anywheel or bicycle rental around the park as well.",East Coast Park,4.6,Park,
991,"Very good place for morning evening walk, jog and cycling.",East Coast Park,4.6,Park,
992,Still the best beach in sg with all the amenities. A good tourist spot without the need to spend any money.,East Coast Park,4.6,Park,
993,"East cost park offers very good view, it’s very chilling and relaxing place to go to, although the walk to East Coast park was abit long from the mrt, but is worth it, the place is cool and windy",East Coast Park,4.6,Park,
994,The best place to relax on during weekends and holidays...,East Coast Park,4.6,Park,
995,"Probably the longest park in town? I'd think so, but that's not the only great thing about the East Coast Park, as it has a plethora of activities available throughout its length! From wakeboarding, to camping  sites, from giant metal slides, to small water ones... It even has a great skate park and beaches you can use for swimming... It has so many things to do that it's impossible not to recommend the visit! :)",East Coast Park,4.6,Park,
996,Great place for kids. Huge park with many play areas. So realxing.,East Coast Park,4.6,Park,
997,Great place for cycling but avoid weekends as the place is very crowded.,East Coast Park,4.6,Park,
998,Ever evolving stretch of green park in Singapore. Lots of sporting activity options and more recently a whole new slate of eateries and shops,East Coast Park,4.6,Park,
999,"it’s always a nice place to run in the morning and eat breakfast afterwards. a nice picnic place with kids also, very relaxing seeing the water and nature",East Coast Park,4.6,Park,
1000,"It is a beautiful beach and many conveniences such as near a toilet except if only it is well clean.Many people using it didn't bother to help keep the toilet clean.Tissue paper everywhere.I can't even use the toilet bowl as 2 of them were dirtied with feces.The smell of the toilet,I really can't handle it. I took my family there for a night camp but was disturbed with loud music by a group of people karaoke, 2 different groups of people,actually. Imagine the noise,with people from different groups singing to different songs at one go.They like competing with each other,who have a better voice.They started in the afternoon until all the way to 12 in the morning.We went all the way to East coast beach, thought of having a quiet and enjoyable day at the beach after a long week of working . Unfortunately,that didn't happened. At first we thought of moving to another section of the beach but it was crowded on that day. I'm not complaining,it is a public place . People can do whatever they want. Its just that we are sharing this public place with other people. Do have some courtesy and common sense when you are at places like this. Please lower down your karaoke set volume, We are not there to hear you sing. It is not a competition for you to compete with other group and it is certainly not a concert. Do keep track of the time.People who are camping there do want to get some rest and sleep.We love the beach but i don't think i want to bring my family to the beach again any time soon.",East Coast Park,4.6,Park,
1001,"A nice coast to take a stroll in the evening, to get a taste of sea air and relax. And probably the best part is tasty barbecue with fresh coconut juice or a beer.",East Coast Park,4.6,Park,
1002,"Good place picnic, cycling,relaxing",East Coast Park,4.6,Park,
1003,Not adviced to visit on weekend as it would be over crowded at almost the full length of beach. Good picnic spot for family and friends and can book BBQ pits for any events or in general too.,East Coast Park,4.6,Park,
1004,"Nice place and the beach clean for play water , like it .. can rilex and enjoying the win",East Coast Park,4.6,Park,
1005,"Place to create memories with family. The sea and breeze will calm your body, mind and soul. We went camping but nevertheless, even a walk is worth it. The sunrise view at east coast park could just be your perfect instagrammable pic.   Shops nearby to get snacks adds to the fun. Must visit for every one in search of rejuvenation.",East Coast Park,4.6,Park,
1006,Best Beach of Singapore . Best Part is Early morning walk.,East Coast Park,4.6,Park,
1007,"Best pasta in town. Have tried a bunch of their pasta dishes and there have not been any misses. Favorite go-to dishes are beef raggu, lobster ravioli, and the uni.  The minus would be the limited number of appetizers and sides on the menu. Serving is rather small for the price tag.  Best to make a reservation one week in advance. Generous seating time of 2 hrs.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1008,"The quality of the food and service was great, freshly cooked handmade pasta. Lobster ravioli is my favorite. I enjoyed watching the chefs preparing food as I was  seated at the counter. Nice place to chill out with friends. The price is slightly on the higher side, but i still think it's value for money. Anyone craving authentic pasta should give it a try .Make reservations in advance as the restaurant is usually packed with diners.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1009,"I had a memorable evening at Pasta Bar. The greeter was amazing, radiating friendliness and positive energy. The food was great, and watching the chef prepare the dishes felt like a well-orchestrated performance. Though disappointed that the Sicilian Cannolo was no longer on the menu, the overall experience was enjoyable. The only minor drawbacks were the dripping air conditioning, which could use maintenance. Despite these small issues, I highly recommend Pasta Bar for its impeccable service, delicious food, and inviting ambiance. I left satisfied and eager to return",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1010,"It was quite difficult to get a table here as it’s usually fully book whenever I want to come.  I guess I had some kind of expectation because of that and also because friends had been telling me about the food.  The cocktails was good.  The bread wasn’t great and as for the pasta I didn’t like mine (rigatoni with eggplants), my friend order the lamb pasta and that one was good.  Even if is homemade pasta I feel the price is a big expensive for what you get especially for the side dish, I think the broccolini was 14$. Glad a try it but I wouldn’t come back.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1011,"while we had an amazing time here on this dinner, i would say that the standard has slightly dropped compared to my previous visits. especially for the uni tagliolini. the sauce and noodles just don’t hit the same as it did, but still very good nonetheless! however the ambience was lovely, and it was good entertainment watching the chefs as we had our meal  do get the limoncello when you’re here!! it’s literally one of the best types of alcohols around. it was also pretty cute that they gave a bag of fresh pasta after our meal since we were here for a birthday celebration :)  with this being said, i am still looking forward to the next time i get to dine here",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1012,"Great service at pasta bar, waitresses are very friendly! The pasta I ordered - Crab Pappardelle and Lobster Ravioli. I sat at the counter and was able to see the chefs making and cooking the pasta :) However, one thing I’ve noticed is that the pasta turns cold quickly and the waitress explained the chefs usually serves it warm and thus turn cold fast. I guess one way to keep your food warm is to sit outside the restaurant under the scorching hot sun, otherwise you’d have to devour it immediately after it’s served and take photos quickly! ;)",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1013,"We had a marvelous set lunch that hit all the right spots.  At a reasonable price, manned by an awesome bubbly, caring and attentive crew.  We started with a very authentic rendition of Caesar Salad that had nice bits of anchovies & crunchy croutons to complete the experience.  Baby Romaine was fresh and cut to nice size for easy eating.  We tried the Ragu pasta,, crab pasta and the carbonara.  All 3 were perfect renditions of the originals.  Pastas were freshly handmade, rightly al dente and the sauces were amazing.  Portions were generous with ample shavings of Parmesan to top it off.  Really a first class pasta experience.  Dessert was a nice cannelloni with pistachios and lemon cream.  Reminded us of La Strada which has since closed.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1014,"Place was crowded when we went for dinner on Thursday, but we had reservations, so was okay.  Water is $3 per pax, free flow, with choice of a slice of lemon/grapefruit / cucumber or lime, but they mentioned is donate to some charity, so I guess made it feels worthwhile.  Server was patient to explain the menu which was not the usual pasta choices. They didn't have aglio olio base.  Bread was served warm with olive oil and balsamic, nice.  Rabbit pasta - I didn't dare to try, but was supposed to be nice. The lamb pasta was nice, but a bit too creamy feel at the end. The crab pasta wasn't as nice as expected.  Overall, felt a bit pricey for the food.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1015,"We made a last minute Saturday night reservation as we were in the area and it was amazing! The staff were friendly and helpful in navigating the menu. Miss 10 ordered the truffle pasta and said it’s the best pasta in Singapore and almost as good as when we travelled to Italy! I took the suggestion and ordered the prawn pasta and was not disappointed! We had a side of amazing baked potatoes and finished with the apple strudel that was the best! Might not be cheap,but worth every penny! We look forward to returning!",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1016,"As the name suggest, wonderful selection of fresh pasta to choose from! The burrata is also worth trying as it’s really fresh and creamy and it’s accentuated by the fried jamon.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1017,"Heard many amazing reviews prior to visiting, and they didn't disappoint. We made an appointment and was seated at the tall table around the chef's area and it was truly an experience. Will definitely be back to try the other pastas!  We ordered: - Truffle Fettuccine (my top favourite) - Tagliatelle - Pan seared hokkaido scallop (sooooo fresh)",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1018,"Went there with high expectations after seeing all the reviews. But was heavily disappointed and will not visit again.  Place and service are good. I had a pleasant time talking to the staffs while waiting for the food.  Pasta are just overrated. Ordered the signature ragu beef and the prawn ones. But both dishes are boring to eat, over al dente and dry. My wife and I did not speak a single word when eating the pasta because we knew the standard is off. This is especially disappointing for the high price.  I really like the service of the staffs but had to leave my honest review so everyone does not have high expectation when visiting there.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1019,"Used to love pasta bar, but my recent visit just made me feel like the money was not well spent. Went around 2pm and got seated outside w/o reservation. Hostess while waiting for us to order was standing right behind me (at the counter by the door) rapping her knuckles against it repeatedly, which made the experience feel very hurried. Pasta was alright. We got two mid range pastas and two still water ($3/pax) and that set us back almost $100 for a lunch with not much ambience. For those going, try to get a table inside esp at the countertop where you can see some action and feel more hospitality.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1020,"Disclaimer: Rating is solely based on taste of food.  Came on a Friday night at 6.30pm to celebrate my husband’s birthday. We made a reservation a month in advance ‘cos we saw that a reservation is required for the experience tasting menu, but do note it’s a different reservation from the normal one (need to pick the specific experience tasting reservation and is available at 8pm seating; and also, the reservation we made was for a normal table seating so we weren’t able to have the experience tasting).  Somehow, a couple next to us was having the experience menu even though we were at the first seating so we tried our luck with the waitress, who said it wasn’t available til the second seating and had to be pre-booked in advance (also, making me very confused since the couple next to us was having it during the first seating… 🤔 like how did they book this for the first seating when the website didn’t have this option? Is it strictly for second seating or can we make a request in advance for the first seating?)  Service crew was very professional and attentive. With the open concept kitchen right in front of us, it was difficult not to have our eyes on the chefs showing off their cooking skills. My husband and I caught one of the ladles dropping on the floor and one of the chef picking it up to hang back in it’s original place without washing it, and proceeded to scoop (not sure if it’s broth or water) from a huge pot to cook the pastas. We were mortified… informed the manager (who was really so professional) and got them to discard the whole pot and remove the ladle for washing. Tbh if I ever came back again it’ll be because of the wonderful service and professionalism from the service crew. 💯  Moving on to the food, we ordered the pan-seared Hokkaido Scallop ($34), Grilled Mediterranean Octipus ($34), Lumache (lamb ragu; $36) and Sea Urchin Tagliolini ($42).  The size of the antipasti isn’t too much so we were fortunately able to finish them. The Hokkaido scallop was fresh and good; paired with sweet corn purée, crispy Parma ham and celeriac slaw. It was an interesting combination and the best way to eat this is to have each element in the same bite (somehow eating them separately made me find this dish very weird). Although it was good, I don’t find this dish exactly impressive.  The Grilled Mediterranean octopus was grilled to the perfect texture. Paired with baby potatoes, black olives, garlic cream and crumbs, I find myself not quite a fan of this dish. Although the octopus texture was good, the other ingredients didn’t quite complement the octopus. The garlic cream was a tad bitter and the crumbs made this dish drier. Highly recommend skipping this dish.  The Lumache (Lamb Ragu) was slightly gamey but still acceptable. I’m not a fan of the gamey mutton taste but I could accept the taste of this dish so I would say it’s considered pretty good. The pasta texture was Al dente and I like how bits of the pasta were charred which gave it an extra texture. Cream was alright, but this dish as a whole wasn’t exactly impressive, so personally I wouldn’t order it again.  Lastly, the sea urchin tagliolini which was so highly raved. The sea urchin was fresh, the sauce wasn’t too jelak and the pasta texture was good (Al dente). However, there were bits of ginger in it which masked the taste of the dish somehow. I felt like I was eating creamy ginger pasta, but I believe the ginger was supposed to prevent the dish from becoming too jelak. Nonetheless, not a fan of this dish.  For the price point and the dishes I’ve had, I would say it’s not worth coming back. But to be fair, there’re so many other highly raved dishes that I’ve yet to try such as the Crab Pappardelle, Lobster Ravioli, Tagliatelle (beef ragu) and Truffle Fettucini. And of course the experience menu. Will be back to review these remaining dishes and hopefully those will be worth the hype!",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1021,"Really loved the food there, especially the sides. Served up some flavours that were quite unexpected in a good way. Pasta was good too, cooked to the right texture.  The vibe there was really chill too, and the service staff were very friendly and helpful, providing recommendations on the menu too. I really liked the counter seats with the open kitchen, which gave a more intimate experience. Nonetheless, those seats gave me a much closer view of the cooking process, and it freaked me out a little.  I was hoping that the open kitchen would mean that diners could engage with the cooks, but the kitchen staff looked bored, were mostly disengaged, with some using their phones at the counter. It wasn't pleasant watching them work as they looked sloppy. Additionally, I was also a little concerned about hygiene, watching them use ingredients with ungloved hands, face masks hanging over the chin and not on the face, while chatting with each other over a plate of food, etc. This is not something diners would want to see.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1022,"The Pasta Bar is all about pastas. obviously, and actually it's more than that. There are pastas of all kinds, and they come with lots of choices of meats or vegetables, like beef, pork, duck, uni, crab, truffle, pumpkin, chickpea and more. So it is one of those times where I have no problem choosing a pasta dish I like due to huge variety of pastas available.  But having good pasta dishes is not enough for me, I need good appetiser and dessert to complete my adventure, and this restaurant fulfils just that. The place is of nice cosy rustic setting with the brick walls, yellow lamps, wine bottle ornaments, juxtaposing with the chic open kitchen counter in the centre of the space. And lots of dry pastas hung around the counter to further emphasise The Pasta Bar has The Pastas. Sitting at the counter is pretty fun since one can watch the chefs in action and witness occasional flambés during the preparation of the pastas.  To complement the great food is the great service here. The service crew takes very good care of us patrons. And good wine recommendation by the young lady staff. It is fruity and refreshing.  Sea Urchin Tagliolini is full of creamy umami due to the sea urchin cream. The cute pieces of sea urchin decked on top of the pasta is very fresh and sweet. So good are the sea urchin that I wish there is more of them added. Tobiko roe gives a nice refreshing element in terms of taste and texture to the pasta. Tagliolini is firm to touch on the surface and soft to bite, in other words, is of perfect texture. The portion of tagliolini is very big, but I can actually finish it due to how satisfying this is on the palates.  I love Pan Seared Hokkaido Scallops here. The scallops with seared surface are so succulent and also briny in taste, accentuated by the mild sweetness of the sweet corn puree and the meaty flavour of crispy Parma ham. I especially like the celeriac slaw added because it is so refreshing in taste and has a nice crunchiness that contrasts well with the other ingredients. A well-executed dish.  The raspberry semi freddo of Raspberry Millefoglie is so good that I totally enjoy just this by itself. The characteristics of raspberry is fine-tuned to the perfect balance of nuanced sweetness, subtle tart taste and soft floral aroma. The puff pastry makes it even better by introducing the crispy, flaky texture and wholesome taste of wheat. Since the semi freddo and savoiardi are frozen, need some brute force to cut out the pieces for savouring. So I suggest letting this dessert sit for a while to thaw a bit for easier handling and richer flavours.  I'm impressed with this place. Now I can see why it is so popular. The portion of the pasta here is big, so if one has concerns about finishing it, either go easy on the prior meal for extra stomach space, or share the pasta dish with appetisers and sides.  For pasta feast, this is the place I will go to.  Thoughts: Pasta can be luxurious dish too.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1023,"Nice little restaurant with delicious homemade pastas and nice service. I had the grilled octopus appetizer, the truffle pasta and e chocolate and salted carmel tart for dessert. All were delicious. The rest of my group enjoyed their food as well, only complaint from one was that cacio e pepe was lacking a little flavor. Nice meal and good experience. Will definitely come back again.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1024,"Had a celebratory lunch at Pasta Bar and we LOVED the experience! First, we were seated at the counter and was treated to Pasta Bar’s talented chefs making and cooking pasta. Second, the 3 pastas we ordered were absolutely delicious - cacio e pepe, the ragu and prawn pasta. Our favourite was the prawn, an excellent recommendation by one of the staff. 3 pastas (and no sides) was just nice for the two of us, can’t wait to be back to try the other dishes.  [Edit] And went back we did on Sun, 11 Jun for the experience menu! The experience menu was a pasta lover’s dream - we had 4 pasta dishes originating from different parts of Italy with varying sauce bases & meats. We loved it, but do come hungry as the pastas fill up even the most ravenous of eaters really fast. My favourite was the squid ink pasta, with the lobster linguine coming a close second. The staff also did a great job in explaining each pasta dish, really enjoyed that context. I wasn’t a big fan of the dessert (cannoli), but to each their own. The entire experience lasted about 1.5 hours.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1025,"Good ratings for the ambience and attentive service. However, the presentation of food leaves much to be desired. Strange choice of plates and careless plating of the pastas. Quality of the pasta itself was good but the taste of the sauces were not all exceptional. We ordered the Lobster Linguine for 2 (taste was good), prawn spaghetti (very average), and crab pappardelle (pappardelle and sauce was good, crab was not so)  May come back because of the ambience but maybe not solely for the food.  The table candles were quite a hazard.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1026,"Tried the tasting menu and it was such a pleasant surprise!  Don’t be fooled by the pasta portion. It looks as though not enough at the start but once you sit through the entire course you will find it really filling.  The we love the menu from its starters to the 4 main pastas and it really blew our mind off.  Highly recommended. Well done team at Pasta Bar, also to mention apart from the food, the service crew are also very passionate and felt so warmth when dining at this establishment",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1027,"Great service from the girl with the short hair and glasses. She is a keeper with her interaction with customers.  Vibe was good. Had: - pan seared scallops - pork sausage ragu conchiglie - sea urchin tagliolini.  They were all pretty good. For us, it could do with a pinch less salt.  Others that could be improved: - Complimentary bread would be better if it had some sort of crusty/stone bread or focaccia instead of a “gardenia feel” bread + sea salt on the side to dip alongside the olive oil & vinegar.  - We’re used to eating Italian in Melbourne which also has chopped chilli in olive oil to add to pasta dishes. Maybe that could be a consideration.  Overall, pretty good night. All the best",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1028,"Fantastic feast! Wonderful service from Ella! (So friendly and warm)! Great attention to detail.  Overall great food, wonderful crew!  Thanks for a great birthday celebration!  We’ll be back!",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1029,"Visited this unassuming yet stylish restaurant for lunch, where pasta is handmade (!) and hung to dry in the open-kitchen for diners to admire.  Greeted with a welcome serving of bread, as we glanced through what is a decent variety of mains for a Lunch Set Menu (although you don’t quite have a choice with the Antipasti and Dolce dessert). You have to order bottled water - I was told that tap water is not served here.  Service was excellent, professional, and accommodating. Our request to change one of the Cannolo (which contains Sheep’s milk ricotta - be warned) was acceded to, with no extra charge. That was a great move as one of us was otherwise aghast with the thought of sheep’s milk!  The visually-satiating plated burrata appetiser included juicy, refreshing chunks of heirloom tomatoes, and an earthy basil pesto which brought the dish together impeccably. This was ordered out-of-menu; the caesar antipasti was alright, but nothing much to shout about.  Next up are the pasta mains. All three were unique, al-dente, and absolutely delicious. I would rank the creamy Cacio e Pepe first, then the rich beef ragu tagliatelle, and then the (most unique!) crab pappardelle in terms of least adventurous to most. There is a distinct umami flavour in the crab pappardelle - so that made for an interesting savour along with the saffron pairing. That being said, if you are the average pasta person, each of the mains are on the heavier side of things, so you will likely feel ‘gelat’ if you aren’t sharing your mains.  The desserts were even better than the mains, which made for a satisfying conclusion to the lunch. I was chatting with a waitress, and we both agreed that the crisp sheep’s milk cannolo was much, much tastier than it sounded. The apple strudel was impeccable - highly recommend it.  Two (perhaps fussy) observations - there was noticeable condensation on the restaurant’s ceiling corners, and air con maintenance conducted during lunch service. Inevitable as maintenance goes, perhaps it could be slightly more subtle, for the price point and ambience.  Hope to be back to try the lobster pasta!  4.4 / 5",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1030,"Terrible customer treatment despite the excellent pasta. We were upsold hard on everything from starters to dessert and drinks. They tried to extort $3 for water! After our meal, my friend drank from her water bottle and was told off by the staff ☹️  The beef tagliatelle and crab pappardelle were great, at about $44 per plate. I was delighted to receive softened salted butter, when requested to go with the bread",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1031,"The scallops were probably the best dish of the evening. Overall, the open kitchen concept and ambience is quite good. However though the pasta dish (lobster pasta for 2) is not bad, it is not elevated enough in my opinion. Or probably I should order something else.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1032,Was here for a birthday dinner and it was disappointing.  Beef tartare had a great portion of meat but was lacking in capers. It wasn't executed well and didn't have the smoothness from a good beef tartare.  Uni pasta had very little uni and the sauce was done poorly. The pasta clumped together and the whole dish was bad. I'm not sure if it's the cheese or alcohol in it but it made the sauce too sharp/ sour.  Here's a comparison of the uni pasta from 1.5 years ago and now.  The service was good.  A far cry from what it was. Won't be back again.,Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
